path,http_status,route_status,sitemap_present,canonical,robots,page_family,primary_keyword,paid_destination,editorial_review,visual_review,implementation
/shawarma-station-dubai,301,redirect,False,,,Catering,shawarma station dubai,False,pending page-family review,not yet reviewed,kept pending page-family approval
/sugar-free-catering-dubai,301,redirect,False,,,Cuisines and Dietary,sugar free catering dubai,False,pending page-family review,not yet reviewed,kept pending page-family approval
/suhoor-catering-dubai,301,redirect,False,,,Seasonal and Occasions,suhoor catering dubai,False,pending page-family review,not yet reviewed,kept pending page-family approval
/university-catering-dubai,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/valentines-day-catering-dubai,301,redirect,False,,,Seasonal and Occasions,valentines day catering dubai,False,pending page-family review,not yet reviewed,kept pending page-family approval
/villa-catering-dubai,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/yacht-catering-checklist-dubai,301,redirect,False,,,Blog and Guides,yacht catering checklist dubai,False,pending page-family review,not yet reviewed,kept pending page-family approval
/yacht-catering-dubai,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/yacht-catering-guide-dubai,301,redirect,False,,,Blog and Guides,yacht catering guide dubai,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/al-barari,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/city-walk,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dubai-creek-harbour,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dubai-harbour,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dubai-internet-city,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dubai-mall,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dubai-media-city,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dubai-silicon-oasis,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/dwtc,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/jumeirah-golf-estates,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/jumeirah-islands,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/mall-of-the-emirates,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/meydan,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/locations/mirdif,301,redirect,False,,,Support / unassigned,,False,pending page-family review,not yet reviewed,kept pending page-family approval
/blog/best-catering-companies-in-dubai,301,redirect,False,,,Blog and Guides,,False,pending page-family review,not yet reviewed,kept pending page-family approval
