keyword,search_volume,intent,commercial_value,difficulty,current_position,target_position,primary_owning_url,role,secondary_supporting_urls,title_coverage,meta_coverage,h1_coverage,h2_coverage,body_coverage,faq_coverage,internal_anchor_coverage,cannibalisation_risk,competitor_gap,serp_similarity,optimization_score,next_action,silo,page_visitors,page_pageviews,page_conversions,page_seconds,page_bounce,page_sessions,behaviour_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_ranking_url,demand_share
catering checklist dubai,0,informational,0,,2,10,/guides,primary,/corporate-catering-checklist-dubai /wedding-catering-checklist-dubai /wedding-catering-menu-planning-dubai /yacht-catering-checklist-dubai,True,True,True,True,3,True,none,low,"no tracked competitor in top 30, we #2",1.0,9,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; get an inbound link with this anchor",Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
bbq catering checklist,0,,0,,,20,/guides,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering checklist fssai,0,,0,,,20,/guides,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering checklist template,0,,0,,,20,/guides,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering cleaning checklist,0,,0,,,20,/guides,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering delivery checklist,0,transactional,0,,21,10,/guides,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #21",0.0,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering food checklist,0,informational,0,,25,10,/guides,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #25",0.07,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering guides dubai price,0,commercial,0,,8,10,/guides,sub,,False,False,False,False,2,True,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #8",0.0,7,hold — nothing to do,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
catering order checklist,0,transactional,0,,,20,/guides,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.06,0,write one sentence that says it,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
event catering planning dubai,0,commercial,0,,,20,/guides,sub,,False,False,False,False,1,True,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,4,a second natural mention; merge → /blog/corporate-event-catering-ideas-dubai,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
event planning food checklist dubai,0,informational,0,,14,10,/guides,sub,,False,False,False,False,1,True,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #14",0.0,4,a second natural mention,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
how to plan catering for an event dubai,0,informational,0,,,20,/guides,sub,,False,False,False,False,2,True,none,low,,,6,hold — nothing to do,Blog and Guides,4,4,0,2,1.0,1,first-party,,,,,,
halal catering dubai,0,commercial,0,,,20,/halal-catering-dubai,primary,/halal-private-dining-dubai /ramadan-catering-guide-dubai,True,True,True,True,5,True,exact,low,no tracked competitor in top 30,1.0,10,"no measured UAE demand, but the page gets visits — check the phrasing against what they search",Cuisines and Dietary,2,2,0,,,0,,,,,,,
best halal catering dubai,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.17,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
best halal food dubai,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.09,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
catering foods near me halal,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.07,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
deepavali catering halal,0,,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
dinner near me halal,0,,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
event catering halal,0,,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
halal caterers dubai,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
halal catering companies dubai,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.08,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
halal catering cost per person dubai,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
halal catering dubai price,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
halal catering menu dubai,0,commercial,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.08,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
is all food in dubai halal,0,,0,,,20,/halal-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,,,0,,,,,,,
halal private dining dubai,0,commercial,0,,,20,/halal-private-dining-dubai,primary,/blog/halal-private-dining-dubai-what-to-ask /guide/private-dining-dubai,True,True,True,True,6,True,exact,high — used in other pages' headings,,1.0,10,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; remove it from 1 other page(s)' headings",Dining Experiences,5,5,0,,,0,,,,,,,
best halal private dining dubai,0,commercial,0,,,20,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,,3,a second natural mention,Dining Experiences,5,5,0,,,0,,,,,,,
dining near me halal,0,transactional,0,,,20,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,,3,a second natural mention,Dining Experiences,5,5,0,,,0,,,,,,,
dubai small private dining,0,,0,,,20,/halal-private-dining-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,5,5,0,,,0,,,,,,,
gaia dubai private dining,0,,0,,,20,/halal-private-dining-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,5,5,0,,,0,,,,,,,
halal fine dining at home dubai,0,commercial,0,,4,10,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #4",,3,a second natural mention,Dining Experiences,5,5,0,,,0,,,,,,,
halal private chef dubai,0,commercial,0,,24,10,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #24",,3,a second natural mention; merge → /private-chef-dubai/how-it-works,Dining Experiences,5,5,0,,,0,,,,,,,
halal private dining cost per person dubai,0,commercial,0,,2,10,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #2",,3,a second natural mention,Dining Experiences,5,5,0,,,0,,,,,,,
halal private dining dubai price,0,commercial,0,,5,10,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #5",,3,a second natural mention,Dining Experiences,5,5,0,,,0,,,,,,,
halal private dining menu dubai,0,commercial,0,,18,10,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #18",,3,a second natural mention,Dining Experiences,5,5,0,,,0,,,,,,,
halal private dining packages dubai,0,commercial,0,,26,10,/halal-private-dining-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #26",,3,a second natural mention; merge → /guide/private-dining-dubai,Dining Experiences,5,5,0,,,0,,,,,,,
hutong dubai private dining,0,,0,,,20,/halal-private-dining-dubai,sub,,False,False,False,False,2,True,partial,low,,,7,hold — nothing to do,Dining Experiences,5,5,0,,,0,,,,,,,
private fine dining dubai,0,,0,,,20,/halal-private-dining-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Dining Experiences,5,5,0,,,0,,,,,,,
how to book a private chef dubai,0,informational,0,,17,10,/how-it-works,primary,,True,True,True,True,2,False,partial,low,"no tracked competitor in top 30, we #17",1.0,8,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; answer a FAQ that contains it; get an inbound link with this anchor",Trust / Utility,12,15,0,2,1.0,3,first-party,,,,,,
does a private chef bring the ingredients dubai,0,commercial,0,,29,10,/how-it-works,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #29",0.23,0,write one sentence that says it,Trust / Utility,12,15,0,2,1.0,3,first-party,,,,,,
how does a private chef work in dubai,0,informational,0,,,20,/how-it-works,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.14,1,drop — off-intent,Trust / Utility,12,15,0,2,1.0,3,first-party,,,,,,
live in chef dubai,0,transactional,0,,,20,/how-it-works,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Trust / Utility,12,15,0,2,1.0,3,first-party,,,,,,
personal chef packages on offer in dubai,0,commercial,0,,27,10,/how-it-works,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #27",0.3,0,write one sentence that says it; merge → /apartment-private-dining-dubai,Trust / Utility,12,15,0,2,1.0,3,first-party,,,,,,
private chef booking process dubai,0,transactional,0,,27,10,/how-it-works,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #27",0.78,1,write one sentence that says it,Trust / Utility,12,15,0,2,1.0,3,first-party,,,,,,
how to choose a caterer dubai,0,informational,0,,17,10,/how-to-choose-caterer-dubai,primary,,True,True,True,True,2,True,partial,low,"no tracked competitor in top 30, we #17",1.0,9,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; get an inbound link with this anchor",Blog and Guides,1,1,0,,,0,,,,,,,
how far ahead to book a caterer dubai,0,informational,0,,,20,/how-to-choose-caterer-dubai,sub,/blog /blog/brunch-at-home-dubai /blog/halal-private-dining-dubai-what-to-ask /blog/vegan-catering-dubai-guide,False,False,False,False,1,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,6,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
how to choose birthday caterer dubai,0,,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Blog and Guides,1,1,0,,,0,,,,,,,
how to compare catering quotes dubai,0,commercial,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Blog and Guides,1,1,0,,,0,,,,,,,
how to find a good caterer in dubai,0,informational,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Blog and Guides,1,1,0,,,0,,,,,,,
how to pick a caterer dubai,0,informational,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Blog and Guides,1,1,0,,,0,,,,,,,
preferred caterer list,0,,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
questions to ask a caterer dubai,0,informational,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.06,3,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
what to look for in a catering company,0,informational,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,2,True,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,6,hold — nothing to do,Blog and Guides,1,1,0,,,0,,,,,,,
when to hire a caterer,0,,0,,,20,/how-to-choose-caterer-dubai,sub,,False,False,False,False,1,True,partial,low,,,5,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
private chef background checks dubai,0,commercial,0,,17,10,/how-we-vet-our-chefs,primary,,True,True,True,True,2,True,partial,low,"no tracked competitor in top 30, we #17",1.0,9,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; get an inbound link with this anchor",Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
are private chefs licensed in dubai,0,commercial,0,,6,10,/how-we-vet-our-chefs,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #6",0.07,1,write one sentence that says it,Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
are private chefs vetted dubai,0,commercial,0,,,20,/how-we-vet-our-chefs,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
find a personal chef,0,,0,,,20,/how-we-vet-our-chefs,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
personal chefs on offer in dubai,0,commercial,0,,34,20,/how-we-vet-our-chefs,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #34",0.17,3,a second natural mention; merge → /private-chef-dubai/how-it-works,Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
private chef food safety dubai,0,commercial,0,,,20,/how-we-vet-our-chefs,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
top personal chef services policies,0,,0,,,20,/how-we-vet-our-chefs,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Trust / Utility,1,1,0,2,0.5,2,first-party,,,,,,
best iftar buffet dubai 2026 packages,0,,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
best iftar buffet dubai offers,0,,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
best iftar catering dubai,0,commercial,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.36,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
corporate iftar catering dubai,0,commercial,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.55,1,write one sentence that says it,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar buffet catering dubai,0,transactional,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.33,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar buffet dubai near me,0,,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar catering at home dubai,0,transactional,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar catering cost per person dubai,0,commercial,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.13,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar catering dubai price,0,commercial,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.5,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar catering menu dubai,0,transactional,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.58,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
iftar catering packages dubai,0,commercial,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.8,3,a second natural mention,Seasonal and Occasions,1,1,0,,,0,,,,,,,
what to eat for iftar,0,,0,,,20,/iftar-catering-dubai,sub,,False,False,False,False,3,True,partial,low,,,7,hold — nothing to do,Seasonal and Occasions,1,1,0,,,0,,,,,,,
best indian catering dubai,0,commercial,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.62,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
halal indian catering dubai,0,commercial,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.27,3,a second natural mention; merge → /diwali-catering-dubai,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
how much does indian catering usually cost,0,,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,True,partial,low,,,5,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
how much indian food cost in dubai,0,,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,3,True,partial,low,,,7,hold — nothing to do,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
indian catering cost per head,0,,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
indian catering cost per person dubai,0,commercial,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
indian catering dubai price,0,commercial,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.33,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
indian catering menu dubai,0,transactional,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
indian catering packages dubai,0,commercial,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
indian wedding catering dubai,0,transactional,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
north indian catering dubai,0,commercial,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,2,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.4,7,hold — nothing to do,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
south indian catering dubai,0,,0,,,20,/indian-catering-dubai,sub,,False,False,False,False,1,True,partial,low,,,5,a second natural mention,Cuisines and Dietary,2,2,0,186,1.0,1,first-party,,,,,,
food influencer partnerships dubai,0,commercial,0,,,20,/influencer-partnerships,primary,,True,True,True,True,2,True,partial,low,,1.0,9,no measured UAE demand for this primary — re-target it or merge the page; get an inbound link with this anchor,Partners / Recruit,0,0,0,,,0,,,,,,,
baby shower food catering near me,0,commercial,0,,,20,/influencer-partnerships,sub,,False,False,False,False,1,False,none,low,no tracked competitor in top 30,,2,a second natural mention,Partners / Recruit,0,0,0,,,0,,,,,,,
catering food cost calculator,0,commercial,0,,,20,/influencer-partnerships,sub,,False,False,False,False,1,False,none,low,no tracked competitor in top 30,,2,a second natural mention,Partners / Recruit,0,0,0,,,0,,,,,,,
checklist for food preparation,0,,0,,,20,/influencer-partnerships,sub,,False,False,False,False,1,False,none,low,,,2,a second natural mention,Partners / Recruit,0,0,0,,,0,,,,,,,
dubai food for lunch,0,,0,,,20,/influencer-partnerships,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Partners / Recruit,0,0,0,,,0,,,,,,,
food blogger collaboration dubai,0,commercial,0,,,20,/influencer-partnerships,sub,,False,False,False,False,0,False,none,low,no tracked competitor in top 30,,0,write one sentence that says it,Partners / Recruit,0,0,0,,,0,,,,,,,
food influencer collaboration dubai,0,commercial,0,,,20,/influencer-partnerships,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,,1,write one sentence that says it,Partners / Recruit,0,0,0,,,0,,,,,,,
food prep dubai,0,,0,,,20,/influencer-partnerships,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Partners / Recruit,0,0,0,,,0,,,,,,,
how to calculate food cost for catering,0,,0,,,20,/influencer-partnerships,sub,,False,False,False,False,2,True,none,low,,,6,hold — nothing to do,Partners / Recruit,0,0,0,,,0,,,,,,,
veg food in dubai price,0,commercial,0,,,20,/influencer-partnerships,sub,,False,False,False,False,1,False,none,low,no tracked competitor in top 30,,2,a second natural mention,Partners / Recruit,0,0,0,,,0,,,,,,,
best italian catering dubai,0,commercial,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
halal italian catering dubai,0,commercial,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.45,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
italian catering cost per person dubai,0,commercial,0,,18,10,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #18",0.2,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
italian catering dubai delivery,0,transactional,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
italian catering dubai price,0,commercial,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.36,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
italian catering menu dubai,0,transactional,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.62,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
italian catering packages dubai,0,commercial,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.56,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
private italian chef near me,0,,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
the italian supper food truck dubai menu,0,,0,,,20,/italian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,7,10,0,30,0.0,1,first-party,,,,,,
jain catering dubai,0,commercial,0,,,20,/jain-catering-dubai,primary,,True,False,True,False,2,False,none,low,no tracked competitor in top 30,1.0,6,no measured UAE demand for this primary — re-target it or merge the page; say it in the meta description; one H2 carries it; answer a FAQ that contains it; get an inbound link with this anchor,Cuisines and Dietary,0,0,0,,,0,,,,,,,
best jain catering dubai,0,commercial,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.33,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
emirates jain meal menu,0,,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
jain catering cost per person dubai,0,commercial,0,,28,10,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #28",0.17,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
jain catering dubai price,0,commercial,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
jain catering menu dubai,0,transactional,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.44,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
jain catering packages dubai,0,commercial,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.3,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
jain food rules,0,,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
jain wedding catering dubai,0,commercial,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.33,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
no onion no garlic catering dubai,0,transactional,0,,26,10,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #26",0.0,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
satvik catering dubai,0,commercial,0,,,20,/jain-catering-dubai,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,0,write one sentence that says it,Cuisines and Dietary,0,0,0,,,0,,,,,,,
kids meal prep dubai,0,transactional,0,,,20,/kids-nutrition-chef-dubai,primary,,True,False,True,False,1,False,partial,low,no tracked competitor in top 30,1.0,5,no measured UAE demand for this primary — re-target it or merge the page; say it in the meta description; one H2 carries it; use it at least twice in the body; answer a FAQ that contains it; get an inbound link with this anchor,Private Chef,0,0,0,,,0,,,,,,,
chef meal prep company,0,commercial,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.06,1,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
coles meal prep dubai,0,,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
dubai food prep service,0,commercial,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
emirates kids meal menu,0,informational,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
healthy kids meals delivery dubai,0,commercial,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.36,1,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
how to meal prep for school,0,,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
kids meal plan dubai,0,commercial,0,,,20,/kids-nutrition-chef-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.5,1,write one sentence that says it,Private Chef,0,0,0,,,0,,,,,,,
